edinet_code,year,avg_salary,avg_age,employees_nonconsolidated,source,period_end,doc_id
E00015,2020,7067533,41.7,1614.0,tag,2020-03-31,S100IY19
E00015,2021,6975720,41.6,1661.0,tag,2021-03-31,S100LMQB
E00015,2022,7052001,41.8,1647.0,tag,2022-03-31,S100OD1O
E00015,2023,7426835,42.1,1640.0,tag,2023-03-31,S100R5V0
E00015,2024,7496699,41.8,1651.0,tag,2024-03-31,S100TOYU
E00015,2025,7684093,41.4,1689.0,tag,2025-03-31,S100W172
E00015,2026,7831821,41.0,1738.0,tag,2026-03-31,S100YCK1
E00021,2017,7154000,41.1,4580.0,textblock,2017-03-31,S100AJT3
E00021,2018,6993000,41.7,4664.0,textblock,2018-03-31,S100D6VS
E00021,2019,7185000,41.2,4807.0,tag,2019-03-31,S100FX0A
E00021,2020,6543000,41.3,4906.0,tag,2020-03-31,S100J22N
E00021,2021,6573000,41.8,6153.0,tag,2021-03-31,S100LMJY
E00021,2022,6658000,42.0,6208.0,tag,2022-03-31,S100OES8
E00021,2023,6971000,42.2,5450.0,tag,2023-03-31,S100R12D
E00021,2024,7097000,42.6,5408.0,tag,2024-03-31,S100TRRS
E00021,2025,7141000,43.2,5315.0,tag,2025-03-31,S100W34Q
E00021,2026,7329000,43.0,5084.0,tag,2026-03-31,S100YFRY
E00023,2017,7835000,43.3,2279.0,textblock,2017-03-31,S100AOAB
E00023,2018,7745000,43.5,2308.0,textblock,2018-03-31,S100DEMM
E00023,2019,8195000,43.9,2395.0,tag,2019-03-31,S100G7YI
E00023,2020,8185000,43.0,2428.0,tag,2020-03-31,S100J2EY
E00023,2021,7952000,42.7,2433.0,tag,2021-03-31,S100LRHA
E00023,2022,7878000,42.3,2565.0,tag,2022-03-31,S100OG4X
E00023,2023,8349000,41.5,2728.0,tag,2023-03-31,S100R3B5
E00023,2024,8235000,40.7,2892.0,tag,2024-03-31,S100TUQA
E00023,2025,7901000,40.5,3067.0,tag,2025-03-31,S100W5I3
E00023,2026,8054000,40.8,3179.0,tag,2026-03-31,S100YJ6N
E00024,2017,7422586,42.7,1739.0,textblock,2017-03-31,S100APGV
E00024,2018,7264988,42.4,1840.0,textblock,2018-03-31,S100DED6
E00024,2019,7515923,42.1,1943.0,tag,2019-03-31,S100G91O
E00024,2020,7217625,42.0,2030.0,tag,2020-03-31,S100J0S7
E00024,2021,7114008,41.9,2069.0,tag,2021-03-31,S100LPP7
E00024,2022,7509790,42.25,2139.0,tag,2022-03-31,S100OH5A
E00024,2023,7788894,42.14,2252.0,tag,2023-03-31,S100R2ZK
E00024,2024,7473494,42.36,2379.0,tag,2024-03-31,S100TQF8
E00024,2025,8265107,42.71,2473.0,tag,2025-03-31,S100VZ5R
E00024,2026,8961728,42.88,2587.0,tag,2026-03-31,S100YBQV
E00027,2017,4794092,35.17,94.0,textblock,2017-03-31,S100ASII
E00027,2018,5017026,35.83,94.0,textblock,2018-03-31,S100DIYP
E00027,2019,4970375,36.0,97.0,tag,2019-03-31,S100GCZI
E00027,2020,5010499,37.0,99.0,tag,2020-03-31,S100J3KS
E00027,2021,5355821,37.0,102.0,tag,2021-03-31,S100LVXS
E00027,2022,5243173,37.0,114.0,tag,2022-03-31,S100OMWY
E00027,2023,6087013,37.0,126.0,tag,2023-03-31,S100RAU8
E00027,2024,6081977,38.0,129.0,tag,2024-03-31,S100TXPT
E00027,2025,5919660,37.0,138.0,tag,2025-03-31,S100W768
E00027,2026,6053518,36.0,150.0,tag,2026-03-31,S100YKQY
E00030,2017,5565160,41.9,514.0,textblock,2017-03-31,S100AOJW
E00030,2018,5623867,41.7,510.0,textblock,2018-03-31,S100DET9
E00030,2019,5547705,41.8,519.0,tag,2019-03-31,S100G8GX
E00030,2020,5886489,41.2,515.0,tag,2020-03-31,S100IY8F
E00030,2021,5508175,40.7,509.0,tag,2021-03-31,S100LRJF
E00030,2022,5997910,40.5,504.0,tag,2022-03-31,S100OJC4
E00030,2023,6324988,40.4,509.0,tag,2023-03-31,S100R6VF
E00030,2024,5568349,40.4,503.0,tag,2024-03-31,S100TU8C
E00030,2025,5943641,40.8,488.0,tag,2025-03-31,S100W7T0
E00030,2026,6066971,40.4,465.0,tag,2026-03-31,S100YK1Z
E00032,2017,7883785,45.83,208.0,textblock,2017-03-31,S100ADJT
E00032,2018,7754835,46.83,202.0,textblock,2018-03-31,S100DBUH
E00032,2019,7617774,46.0,210.0,tag,2019-03-31,S100G6QH
E00032,2020,7743285,46.0,204.0,tag,2020-03-31,S100IW53
E00032,2021,7851538,45.0,201.0,tag,2021-03-31,S100LQX5
E00032,2022,7776780,45.0,204.0,tag,2022-03-31,S100ODJS
E00032,2023,7974885,45.0,208.0,tag,2023-03-31,S100R4IO
E00032,2024,8040034,45.0,208.0,tag,2024-03-31,S100TTWP
E00032,2025,8229248,45.0,205.0,tag,2025-03-31,S100W4TJ
E00032,2026,8508046,46.0,207.0,tag,2026-03-31,S100YIDC
E00034,2017,3239000,57.8,271.0,textblock,2017-03-31,S100APGA
E00034,2018,3265000,57.5,253.0,textblock,2018-03-31,S100DGCL
E00034,2019,3372000,58.0,246.0,tag,2019-03-31,S100GA36
E00034,2020,3439000,57.6,248.0,tag,2020-03-31,S100J0IN
E00034,2021,3494000,58.2,240.0,tag,2021-03-31,S100LTFZ
E00034,2022,3564000,58.6,234.0,tag,2022-03-31,S100OK0R
E00034,2023,3749000,59.1,235.0,tag,2023-03-31,S100R7K1
E00034,2024,3717000,59.6,240.0,tag,2024-03-31,S100TU69
E00034,2025,3683000,60.3,237.0,tag,2025-03-31,S100W5SG
E00034,2026,3964000,60.6,225.0,tag,2026-03-31,S100YL7T
E00035,2017,4018830,43.3,314.0,textblock,2017-03-31,S100AM1D
E00035,2018,4040725,43.5,325.0,textblock,2018-03-31,S100D8YH
E00035,2019,4081180,44.2,310.0,tag,2019-03-31,S100G20C
E00035,2020,4211652,45.0,298.0,tag,2020-03-31,S100IX5I
E00035,2021,4078416,45.4,291.0,tag,2021-03-31,S100LIUX
E00035,2022,4117319,45.8,285.0,tag,2022-03-31,S100OGSQ
E00035,2023,4168094,46.1,242.0,tag,2023-03-31,S100R7MX
E00035,2024,4301701,46.0,233.0,tag,2024-03-31,S100TNGA
E00035,2025,4497009,47.1,225.0,tag,2025-03-31,S100W7EW
E00035,2026,4657201,47.2,225.0,tag,2026-03-31,S100Y8BD
E00036,2017,7022645,41.8,663.0,textblock,2017-03-31,S100AP1Y
E00036,2018,7032921,41.9,671.0,textblock,2018-03-31,S100DF7O
E00036,2019,7065824,42.3,654.0,tag,2019-03-31,S100G9F9
E00036,2020,7060290,42.4,669.0,tag,2020-03-31,S100J09M
E00036,2021,7104037,43.0,670.0,tag,2021-03-31,S100LSQH
E00036,2022,7218556,41.9,678.0,tag,2022-03-31,S100OJWT
E00036,2023,7352177,41.7,710.0,tag,2023-03-31,S100R8RE
E00036,2024,7429780,42.2,718.0,tag,2024-03-31,S100TWAL
E00036,2025,7783454,42.4,715.0,tag,2025-03-31,S100W6HN
E00036,2026,8098633,42.7,723.0,tag,2026-03-31,S100YI8I
E00041,2017,8114585,39.58,897.0,textblock,2017-03-31,S100AOJ1
E00041,2018,8061102,40.73,920.0,textblock,2018-03-31,S100DDZK
E00041,2019,8374287,40.48,904.0,tag,2019-03-31,S100G9BS
E00041,2020,8678483,40.85,919.0,tag,2020-03-31,S100J16I
E00041,2021,8820713,40.67,937.0,tag,2021-03-31,S100LRPB
E00041,2022,8544503,40.48,965.0,tag,2022-03-31,S100OGB7
E00041,2023,8567461,40.5,954.0,tag,2023-03-31,S100R3GX
E00041,2024,9588443,40.37,979.0,tag,2024-03-31,S100TTDA
E00041,2025,10314588,40.1,972.0,tag,2025-03-31,S100W2QE
E00041,2026,10606937,39.81,993.0,tag,2026-03-31,S100YERU
E00048,2017,8791149,38.7,14994.0,textblock,2017-03-31,S100AQGC
E00048,2018,8937039,38.7,15438.0,textblock,2018-03-31,S100DG9P
E00048,2019,9073089,38.8,15901.0,tag,2019-03-31,S100G5LB
E00048,2020,9184733,38.9,16262.0,tag,2020-03-31,S100ITAZ
E00048,2021,8678248,39.1,16417.0,tag,2021-03-31,S100LKT4
E00048,2022,8842493,39.7,16147.0,tag,2022-03-31,S100O9BA
E00048,2023,9282701,40.1,16093.0,tag,2023-03-31,S100R8MF
E00048,2024,9645959,40.4,16135.0,tag,2024-03-31,S100TNYH
E00048,2025,9917586,40.6,16192.0,tag,2025-03-31,S100VZ3Z
E00048,2026,11011469,40.7,16508.0,tag,2026-03-31,S100YAZ5
E00052,2017,9500293,42.9,8415.0,textblock,2017-03-31,S100AMTW
E00052,2018,9872883,43.0,8501.0,textblock,2018-03-31,S100DBBN
E00052,2019,10511646,43.0,8490.0,tag,2019-03-31,S100G3FX
E00052,2020,10103234,43.0,8507.0,tag,2020-03-31,S100IUVK
E00052,2021,9850653,42.9,8572.0,tag,2021-03-31,S100LMW1
E00052,2022,9635872,42.9,8579.0,tag,2022-03-31,S100OB6L
E00052,2023,9929480,43.0,8613.0,tag,2023-03-31,S100R0RE
E00052,2024,10246769,42.9,8720.0,tag,2024-03-31,S100TL7V
E00052,2025,10580204,42.4,8994.0,tag,2025-03-31,S100VY00
E00052,2026,11910134,42.3,9518.0,tag,2026-03-31,S100YBGF
E00053,2017,9661000,43.3,10431.0,textblock,2017-03-31,S100AJAY
E00053,2018,9673000,43.1,10348.0,textblock,2018-03-31,S100DFEZ
E00053,2019,10101000,43.0,10336.0,tag,2019-03-31,S100G7RN
E00053,2020,10067000,42.9,10384.0,tag,2020-03-31,S100IXTR
E00053,2021,9712000,42.8,10494.0,tag,2021-03-31,S100LSED
E00053,2022,9779000,43.1,10688.0,tag,2022-03-31,S100OG9M
E00053,2023,9716000,43.4,10845.0,tag,2023-03-31,S100R7BX
E00053,2024,9821000,43.6,10949.0,tag,2024-03-31,S100TSMP
E00053,2025,10116000,43.7,11163.0,tag,2025-03-31,S100W7C5
E00053,2026,10431000,43.7,11434.0,tag,2026-03-31,S100YDXD
E00055,2017,9508041,42.3,8524.0,textblock,2017-03-31,S100ALJP
E00055,2018,10461547,42.4,8609.0,textblock,2018-03-31,S100DD1L
E00055,2019,10526558,42.5,8753.0,tag,2019-03-31,S100G8TS
E00055,2020,10577092,42.6,8829.0,tag,2020-03-31,S100IYP5
E00055,2021,10320957,42.6,8918.0,tag,2021-03-31,S100LORK
E00055,2022,10249743,42.6,9026.0,tag,2022-03-31,S100OE64
E00055,2023,10315515,42.7,9134.0,tag,2023-03-31,S100R95O
E00055,2024,10660340,42.6,9253.0,tag,2024-03-31,S100TXH2
E00055,2025,11404238,42.4,9386.0,tag,2025-03-31,S100W0FJ
E00055,2026,12393648,42.0,9472.0,tag,2026-03-31,S100YITC
E00056,2017,7532208,45.2,2305.0,textblock,2017-03-31,S100ARAS
E00056,2018,7929035,45.2,2382.0,textblock,2018-03-31,S100DGYX
E00056,2019,7829309,44.8,2497.0,tag,2019-03-31,S100GA30
E00056,2020,8044086,44.5,2578.0,tag,2020-03-31,S100J0GD
E00056,2021,8022288,44.3,2620.0,tag,2021-03-31,S100LTLP
E00056,2022,8409499,44.1,2626.0,tag,2022-03-31,S100OL2D
E00056,2023,8458621,44.0,2635.0,tag,2023-03-31,S100R8SU
E00056,2024,8481654,44.1,2654.0,tag,2024-03-31,S100TUWN
E00056,2025,8493850,44.0,2709.0,tag,2025-03-31,S100W6FA
E00056,2026,9179351,44.0,2740.0,tag,2026-03-31,S100YK9Q
E00058,2017,9473671,43.9,7611.0,textblock,2017-03-31,S100AF55
E00058,2018,11027792,44.1,7686.0,textblock,2018-03-31,S100D6JZ
E00058,2019,11388415,44.2,7783.0,tag,2019-03-31,S100G4O0
E00058,2020,11341472,44.2,7887.0,tag,2020-03-31,S100J072
E00058,2021,11351777,44.1,7989.0,tag,2021-03-31,S100LN57
E00058,2022,11279551,44.1,8080.0,tag,2022-03-31,S100OBLA
E00058,2023,11635162,43.9,8129.0,tag,2023-03-31,S100R2GR
E00058,2024,11771990,43.7,8219.0,tag,2024-03-31,S100TP3I
E00058,2025,11847369,41.9,8854.0,tag,2025-03-31,S100W14C
E00058,2026,12454406,41.2,8959.0,tag,2026-03-31,S100YGGI
E00060,2017,7730000,43.5,2504.0,textblock,2017-03-31,S100AISE
E00060,2018,8037000,44.0,2536.0,textblock,2018-03-31,S100D94R
E00060,2019,8363000,44.4,2606.0,tag,2019-03-31,S100G0K4
E00060,2020,8668000,44.3,2684.0,tag,2020-03-31,S100IUSU
E00060,2021,8662000,44.4,2762.0,tag,2021-03-31,S100LR42
E00060,2022,8350000,44.4,2794.0,tag,2022-03-31,S100OG1J
E00060,2023,8617000,44.7,2804.0,tag,2023-03-31,S100R536
E00060,2024,8340000,44.7,2892.0,tag,2024-03-31,S100TRPW
E00060,2025,9752000,44.0,2622.0,tag,2025-03-31,S100W4Y9
E00060,2026,10618000,43.8,2706.0,tag,2026-03-31,S100YEDU
E00064,2017,7583698,43.9,722.0,textblock,2017-03-31,S100AJWY
E00064,2018,7609120,44.1,728.0,textblock,2018-03-31,S100D9VW
E00064,2019,7272608,44.0,747.0,tag,2019-03-31,S100G2WM
E00064,2020,7434620,44.3,749.0,tag,2020-03-31,S100IUY0
E00064,2021,7189954,44.6,741.0,tag,2021-03-31,S100LT7Y
E00064,2022,7216472,44.7,745.0,tag,2022-03-31,S100OH52
E00064,2023,7830155,44.5,739.0,tag,2023-03-31,S100R79M
E00064,2024,7974110,44.5,741.0,tag,2024-03-31,S100TV4B
E00064,2025,8048220,44.6,734.0,tag,2025-03-31,S100W4NZ
E00064,2026,8377425,44.0,742.0,tag,2026-03-31,S100YHYW
E00065,2017,8126523,44.2,1604.0,textblock,2017-03-31,S100APD2
E00065,2018,8720787,43.6,1672.0,textblock,2018-03-31,S100DDAN
E00065,2019,8611436,42.7,1743.0,tag,2019-03-31,S100G85L
E00065,2020,8495039,41.8,1810.0,tag,2020-03-31,S100IYQ2
E00065,2021,8484535,41.4,1817.0,tag,2021-03-31,S100LS0N
E00065,2022,8162769,41.2,1823.0,tag,2022-03-31,S100OJES
E00065,2023,8188742,41.5,1811.0,tag,2023-03-31,S100R8IC
E00065,2024,8574792,41.6,1766.0,tag,2024-03-31,S100TV7H
E00065,2025,9163803,41.9,1731.0,tag,2025-03-31,S100W4NN
E00065,2026,9477172,41.5,1693.0,tag,2026-03-31,S100YGCF
E00066,2017,7635000,45.7,975.0,textblock,2017-03-31,S100AI35
E00066,2018,7679000,45.4,966.0,textblock,2018-03-31,S100DBTS
E00066,2019,7764000,45.4,974.0,tag,2019-03-31,S100G1GW
E00066,2020,7618000,45.6,976.0,tag,2020-03-31,S100IUYA
E00066,2021,7703000,46.0,971.0,tag,2021-03-31,S100LOGX
E00066,2022,7910000,45.7,999.0,tag,2022-03-31,S100OEU3
E00066,2023,7833000,45.3,1011.0,tag,2023-03-31,S100R8MW
E00066,2024,8037000,44.9,1041.0,tag,2024-03-31,S100TOYF
E00066,2025,8215000,44.6,1064.0,tag,2025-03-31,S100W59L
E00066,2026,8697000,44.5,1060.0,tag,2026-03-31,S100YFHW
E00069,2017,8129061,41.4,884.0,textblock,2017-03-31,S100APHN
E00069,2018,8211558,40.5,908.0,textblock,2018-03-31,S100DH4I
E00069,2019,8244739,44.7,948.0,tag,2019-03-31,S100G5BH
E00069,2020,8211662,39.9,952.0,tag,2020-03-31,S100J13I
E00069,2021,8023171,39.7,940.0,tag,2021-03-31,S100LP24
E00069,2022,8010981,38.7,901.0,tag,2022-03-31,S100OIHB
E00069,2023,8146650,39.4,906.0,tag,2023-03-31,S100R5E4
E00069,2024,8251781,39.7,915.0,tag,2024-03-31,S100TRNF
E00069,2025,8604371,39.6,902.0,tag,2025-03-31,S100W3SK
E00069,2026,9453434,40.0,880.0,tag,2026-03-31,S100YJ24
E00073,2017,6903000,40.4,3455.0,textblock,2017-03-31,S100AMW9
E00073,2018,6932000,40.1,3414.0,textblock,2018-03-31,S100DEFT
E00073,2019,7026000,39.9,3417.0,tag,2019-03-31,S100G9ED
E00073,2020,7086000,39.8,3379.0,tag,2020-03-31,S100IWCI
E00073,2021,7357000,39.4,3366.0,tag,2021-03-31,S100LOEZ
E00073,2022,7423000,39.4,3359.0,tag,2022-03-31,S100OGIK
E00073,2023,7483000,39.6,3364.0,tag,2023-03-31,S100R26Y
E00073,2024,7401000,39.9,3368.0,tag,2024-03-31,S100TOEW
E00073,2025,7895000,40.1,3400.0,tag,2025-03-31,S100W1DZ
E00073,2026,8451000,40.2,3465.0,tag,2026-03-31,S100YD98
E00074,2017,5943379,41.5,6729.0,textblock,2017-03-31,S100ANLF
E00074,2018,7237526,41.4,6976.0,textblock,2018-03-31,S100D58V
E00074,2019,7411118,41.5,7202.0,tag,2019-03-31,S100G0FP
E00074,2020,7644581,41.6,7350.0,tag,2020-03-31,S100IWCB
E00074,2021,7519819,41.7,7497.0,tag,2021-03-31,S100LJ2W
E00074,2022,7451805,41.9,7619.0,tag,2022-03-31,S100OAUS
E00074,2023,7479871,42.1,7682.0,tag,2023-03-31,S100QZP5
E00074,2024,8185419,42.3,7769.0,tag,2024-03-31,S100TPUR
E00074,2025,9060371,42.4,7856.0,tag,2025-03-31,S100W0RO
E00074,2026,10123347,42.4,8110.0,tag,2026-03-31,S100YDOZ
E00075,2017,8239583,41.3,7281.0,textblock,2017-03-31,S100AKY1
E00075,2018,8482902,41.4,7398.0,textblock,2018-03-31,S100DBU5
E00075,2019,8562483,41.5,7521.0,tag,2019-03-31,S100G08F
E00075,2020,8766595,41.6,7645.0,tag,2020-03-31,S100IZFH
E00075,2021,8848563,41.6,7801.0,tag,2021-03-31,S100LMWJ
E00075,2022,8878946,41.6,7995.0,tag,2022-03-31,S100OGUF
E00075,2023,8500114,41.7,8136.0,tag,2023-03-31,S100R744
E00075,2024,8488659,41.7,8302.0,tag,2024-03-31,S100TSST
E00075,2025,8881450,41.7,8461.0,tag,2025-03-31,S100W2EW
E00075,2026,9970353,41.6,8676.0,tag,2026-03-31,S100YFY8
E00076,2017,7049160,41.59,4797.0,textblock,2017-03-31,S100AMJV
E00076,2018,6921912,41.36,4858.0,textblock,2018-03-31,S100DDN3
E00076,2019,6830976,41.17,4887.0,tag,2019-03-31,S100GBGZ
E00076,2020,6873204,41.33,4858.0,tag,2020-03-31,S100J0KO
E00076,2021,7033188,41.48,4780.0,tag,2021-03-31,S100LRO6
E00076,2022,7149000,41.48,4743.0,tag,2022-03-31,S100OJTL
E00076,2023,7099152,41.53,4808.0,tag,2023-03-31,S100R7IM
E00076,2024,7074780,41.68,4868.0,tag,2024-03-31,S100TV1S
E00076,2025,7530288,41.72,4942.0,tag,2025-03-31,S100W5OK
E00076,2026,7873224,41.77,5029.0,tag,2026-03-31,S100YIKH
E00079,2017,6118000,48.6,319.0,textblock,2017-03-31,S100AQ51
E00079,2018,6155000,48.6,323.0,textblock,2018-03-31,S100DHS8
E00079,2019,6000000,48.7,337.0,tag,2019-03-31,S100GAF6
E00079,2020,6000000,47.9,353.0,tag,2020-03-31,S100J0W7
E00079,2021,7000000,47.6,366.0,tag,2021-03-31,S100LSPA
E00079,2022,7000000,48.2,378.0,tag,2022-03-31,S100OK3I
E00079,2023,7000000,47.9,386.0,tag,2023-03-31,S100R84J
E00079,2024,7000000,47.4,405.0,tag,2024-03-31,S100TUW6
E00079,2025,7000000,47.0,417.0,tag,2025-03-31,S100W89B
E00079,2026,8315000,46.4,435.0,tag,2026-03-31,S100YKW2
E00080,2017,8137629,45.5,1452.0,textblock,2017-03-31,S100AOZ0
E00080,2018,7888357,45.7,1438.0,textblock,2018-03-31,S100DGH5
E00080,2019,8359416,46.1,1459.0,tag,2019-03-31,S100GB74
E00080,2020,8771673,46.3,1486.0,tag,2020-03-31,S100J185
E00080,2021,9133800,46.4,1525.0,tag,2021-03-31,S100LV1K
E00080,2022,9367466,45.3,1555.0,tag,2022-03-31,S100OLPL
E00080,2023,9277680,45.0,1595.0,tag,2023-03-31,S100R8O0
E00080,2024,9002643,45.0,1685.0,tag,2024-03-31,S100TTDG
E00080,2025,9746602,44.0,1772.0,tag,2025-03-31,S100W4T6
E00080,2026,10193864,44.0,1880.0,tag,2026-03-31,S100YCGY
E00081,2017,7719318,44.7,654.0,textblock,2017-03-31,S100AKBT
E00081,2018,7983651,44.9,667.0,textblock,2018-03-31,S100D9VQ
E00081,2019,8436416,45.1,681.0,tag,2019-03-31,S100G9MC
E00081,2020,8729820,45.1,695.0,tag,2020-03-31,S100IXH8
E00081,2021,8726223,45.5,730.0,tag,2021-03-31,S100LP0Q
E00081,2022,8688364,44.9,751.0,tag,2022-03-31,S100O781
E00081,2023,8884700,44.9,768.0,tag,2023-03-31,S100R77Q
E00081,2024,8813308,44.7,786.0,tag,2024-03-31,S100TUKK
E00081,2025,9119438,44.7,768.0,tag,2025-03-31,S100W48R
E00081,2026,8776664,44.0,808.0,tag,2026-03-31,S100YHAB
E00083,2017,8490425,43.7,1955.0,textblock,2017-03-31,S100ADQ7
E00083,2018,9459730,43.4,1967.0,textblock,2018-03-31,S100D4KU
E00083,2019,9867287,43.3,2003.0,tag,2019-03-31,S100FXFO
E00083,2020,9525456,42.8,2025.0,tag,2020-03-31,S100IROJ
E00083,2021,9322336,42.6,2072.0,tag,2021-03-31,S100LHA0
E00083,2022,9185109,42.5,2123.0,tag,2022-03-31,S100O7D8
E00083,2023,9367315,42.5,2204.0,tag,2023-03-31,S100QZIS
E00083,2024,9459025,42.4,2265.0,tag,2024-03-31,S100TKYY
E00083,2025,9739461,43.0,2419.0,tag,2025-03-31,S100VWHS
E00083,2026,10062259,42.6,2492.0,tag,2026-03-31,S100Y95Z
E00086,2017,7921160,43.4,2572.0,textblock,2017-03-31,S100AKPY
E00086,2018,8367453,43.1,2673.0,textblock,2018-03-31,S100DBIJ
E00086,2019,8382986,42.8,2793.0,tag,2019-03-31,S100G5K9
E00086,2020,8764357,42.5,2893.0,tag,2020-03-31,S100IX64
E00086,2021,8780291,42.1,3046.0,tag,2021-03-31,S100LOJE
E00086,2022,8605186,41.9,3136.0,tag,2022-03-31,S100OETS
E00086,2023,8849880,41.6,3222.0,tag,2023-03-31,S100R58A
E00086,2024,8894342,41.4,3274.0,tag,2024-03-31,S100TRIE
E00086,2025,9253158,41.5,3335.0,tag,2025-03-31,S100W0M5
E00086,2026,9358808,41.3,3439.0,tag,2026-03-31,S100YF3Y
E00090,2017,8956592,41.2,2325.0,textblock,2017-03-31,S100APMU
E00090,2018,9049544,41.2,2389.0,textblock,2018-03-31,S100DD8B
E00090,2019,9344412,41.3,2436.0,tag,2019-03-31,S100G3BX
E00090,2020,9391641,41.6,2475.0,tag,2020-03-31,S100IWYJ
E00090,2021,9237797,41.3,2437.0,tag,2021-03-31,S100LUVF
E00090,2022,9104949,41.2,2433.0,tag,2022-03-31,S100OJQ2
E00090,2023,9418772,41.1,2399.0,tag,2023-03-31,S100R9ZC
E00090,2024,9634304,40.8,2447.0,tag,2024-03-31,S100TQ78
E00090,2025,10578846,40.3,2556.0,tag,2025-03-31,S100W5AH
E00090,2026,10399403,39.4,2711.0,tag,2026-03-31,S100YJVQ
E00092,2017,7159295,46.1,1379.0,textblock,2017-03-31,S100ALOL
E00092,2018,6820378,45.8,1370.0,textblock,2018-03-31,S100DDGE
E00092,2019,6754785,45.9,1325.0,tag,2019-03-31,S100G8ZC
E00092,2020,6913990,45.9,1312.0,tag,2020-03-31,S100J08J
E00092,2021,6895916,46.4,1279.0,tag,2021-03-31,S100LTTS
E00092,2022,6433663,46.0,1396.0,tag,2022-03-31,S100OIPG
E00092,2023,6758487,46.4,1313.0,tag,2023-03-31,S100R7IK
E00092,2024,7834740,46.8,1308.0,tag,2024-03-31,S100TTWE
E00092,2025,8043443,46.9,1312.0,tag,2025-03-31,S100W2UG
E00092,2026,7905527,46.6,1334.0,tag,2026-03-31,S100YJBK
E00093,2017,7144325,43.2,509.0,textblock,2017-03-31,S100AM4K
E00093,2018,6937050,43.6,512.0,textblock,2018-03-31,S100DDYW
E00093,2019,6904753,42.5,501.0,tag,2019-03-31,S100G5MY
E00093,2020,7574901,43.0,521.0,tag,2020-03-31,S100IWFF
E00093,2021,7512891,42.3,542.0,tag,2021-03-31,S100LP4G
E00093,2022,7377216,41.7,560.0,tag,2022-03-31,S100OCE0
E00093,2023,7302838,41.6,578.0,tag,2023-03-31,S100R1DT
E00093,2024,7504899,41.4,595.0,tag,2024-03-31,S100TOSV
E00093,2025,7664653,41.7,597.0,tag,2025-03-31,S100W2U5
E00093,2026,9261812,41.7,605.0,tag,2026-03-31,S100YK21
E00094,2017,7209000,41.8,3734.0,textblock,2017-03-31,S100AJ9L
E00094,2018,7395000,42.1,3749.0,textblock,2018-03-31,S100D9OO
